cnpj_raiz,email_corporativo,cargo_dono_agg,estado,capital
39.308.829,1,diretor,ES,0
39.362.389,1,outros,ES,1
39.429.554,1,diretor,GO,0
39.436.163,0,diretor,PR,0
39.445.302,1,socio,GO,1
39.452.329,1,diretor,SC,0
39.488.785,1,proprietario,SP,0
39.514.991,0,socio,SP,0
39.526.289,1,outros,SP,0
39.565.637,1,proprietario,SP,0
39.688.883,1,diretor,ES,0
39.727.333,1,diretor,Outros,0
39.860.652,1,proprietario,SP,0
39.890.978,0,gerente,ES,0
39.957.254,0,proprietario,SP,0
40.012.815,0,diretor,ES,0
40.017.962,0,diretor,Outros,0
40.024.461,1,socio,RJ,0
40.046.498,0,proprietario,Outros,1
40.052.648,0,gerente,SC,0
40.071.047,0,diretor,Outros,1
40.160.558,1,outros,RJ,1
40.265.282,1,diretor,RJ,1
40.270.958,1,proprietario,RJ,1
40.288.428,1,diretor,MG,1
40.299.810,1,gerente,SP,1
40.420.388,1,proprietario,MG,0
40.592.112,0,diretor,MG,0
40.716.159,0,diretor,MG,0
40.727.048,0,proprietario,Outros,1
40.799.562,1,gerente,SC,0
40.829.988,0,diretor,Outros,0
40.891.038,0,outros,Outros,0
40.904.492,1,gerente,PB,1
40.959.462,1,proprietario,PB,1
41.019.518,1,socio,PR,0
41.148.382,1,diretor,Outros,0
41.151.473,1,socio,PB,1
41.151.622,0,diretor,PB,0
41.163.566,1,outros,SC,0
41.233.468,0,diretor,Outros,0
41.315.692,0,diretor,PB,1
41.516.934,0,outros,Outros,1
41.532.405,1,socio,PB,0
41.550.112,1,gerente,Outros,1
41.568.245,1,diretor,MG,1
41.601.762,0,diretor,PR,0
41.705.476,1,socio,MG,0
41.717.984,1,gerente,MG,0
41.735.395,1,socio,SP,1
41.775.275,0,proprietario,GO,0
41.781.535,0,diretor,MG,0
41.835.356,0,proprietario,MG,0
41.967.873,0,socio,RJ,0
42.234.005,1,diretor,RJ,1
42.310.177,1,gerente,Outros,0
42.584.754,1,proprietario,SP,1
42.742.351,1,diretor,PR,0
42.743.064,0,diretor,SC,0
42.748.999,0,socio,PR,0
42.794.232,1,diretor,BA,0
42.883.904,0,diretor,MG,1
42.903.454,1,diretor,GO,1
42.942.235,1,gerente,MG,0
43.171.438,1,gerente,SP,1
43.197.553,1,diretor,RS,0
43.251.230,1,gerente,SP,0
43.319.482,0,socio,SP,0
43.458.751,1,diretor,Outros,0
43.512.636,0,socio,RS,0
43.580.746,0,socio,ES,0
43.635.212,0,proprietario,Outros,0
43.643.857,1,gerente,SP,1
43.725.355,1,socio,Outros,0
43.753.332,0,proprietario,PR,0
43.862.877,1,socio,Outros,0
43.913.461,0,socio,Outros,0
43.998.509,1,diretor,Outros,0
44.191.880,1,gerente,SP,0
44.357.569,1,proprietario,Outros,1
44.374.196,1,diretor,Outros,0
44.611.144,1,socio,SC,0
44.653.987,1,socio,SP,0
44.667.626,1,socio,MG,0
44.699.346,1,proprietario,RS,0
44.702.924,1,diretor,GO,1
44.772.937,1,outros,SP,1
44.860.916,1,diretor,GO,0
45.007.937,1,outros,SP,1
45.039.237,1,gerente,SP,0
45.201.929,1,diretor,Outros,1
45.233.715,1,diretor,SP,0
45.297.584,1,proprietario,SP,0
45.430.885,1,socio,MG,0
45.555.840,1,diretor,BA,0
45.594.690,0,socio,Outros,0
45.600.958,1,diretor,MG,0
45.813.832,1,socio,MG,1
45.896.838,0,diretor,SC,0
45.979.450,1,outros,SP,1
45.993.490,1,diretor,SP,0
46.061.279,1,gerente,RJ,0
46.157.897,0,gerente,Outros,0
46.395.687,0,gerente,SP,1
46.699.211,1,diretor,SP,1
46.744.062,1,diretor,SC,0
46.879.282,0,proprietario,SP,0
46.885.270,1,proprietario,PR,0
46.887.139,1,outros,SP,1
47.006.812,1,diretor,SP,0
47.202.007,1,outros,SP,0
47.478.398,0,diretor,Outros,1
47.665.140,1,socio,ES,0
47.887.346,1,diretor,PR,0
47.960.950,1,gerente,SP,0
47.964.911,1,proprietario,SP,0
48.042.512,1,diretor,MG,0
48.169.536,1,outros,SP,1
48.740.351,1,gerente,SP,0
49.025.695,1,gerente,SP,0
49.038.764,1,diretor,Outros,0
49.151.483,1,outros,SP,1
49.380.015,0,diretor,MG,1
49.427.015,1,diretor,Outros,0
49.679.921,1,proprietario,SP,0
49.748.922,0,diretor,MG,1
49.814.569,1,gerente,SP,0
49.871.213,1,gerente,SP,0
50.105.721,1,diretor,Outros,1
50.119.668,1,diretor,SP,0
50.470.163,0,diretor,PR,0
50.844.182,1,gerente,SP,1
50.949.528,1,gerente,SP,0
51.129.237,1,gerente,SP,0
51.353.076,1,gerente,SP,0
51.806.636,1,gerente,SP,0
52.134.798,1,outros,RJ,1
52.406.329,1,outros,SP,1
52.452.141,1,gerente,Outros,0
52.504.115,1,socio,SP,0
52.611.183,1,gerente,SP,0
52.700.689,1,diretor,SP,0
52.744.828,1,outros,SP,0
53.020.152,1,gerente,SP,1
53.424.594,0,diretor,SP,1
53.425.120,1,outros,SP,0
53.941.087,1,proprietario,Outros,0
54.111.000,1,gerente,SP,0
54.187.588,1,outros,SP,1
54.237.698,1,proprietario,SP,0
54.668.536,0,proprietario,SP,0
55.184.691,1,diretor,SP,0
55.717.243,1,gerente,SP,0
55.823.801,1,diretor,PR,0
56.041.825,1,proprietario,SP,1
56.051.600,0,diretor,SP,0
56.206.634,1,proprietario,SP,0
56.419.492,1,diretor,SP,1
56.421.191,1,outros,SP,0
56.433.253,1,proprietario,SP,0
56.589.153,1,socio,SP,0
56.624.117,1,gerente,SP,0
56.679.863,1,diretor,SP,0
56.727.134,1,gerente,SP,0
56.921.166,1,gerente,SP,1
56.927.734,1,socio,RJ,1
56.991.441,1,gerente,SP,0
57.012.098,1,gerente,SP,0
57.634.677,1,outros,SP,0
57.695.405,1,gerente,SP,0
57.700.916,1,gerente,Outros,0
58.069.360,1,outros,SP,0
58.222.647,1,gerente,SP,1
58.525.197,1,gerente,SP,0
58.673.450,1,gerente,SP,0
58.739.426,1,diretor,SP,0
58.780.602,1,outros,SP,0
58.832.072,1,diretor,SP,0
59.281.857,1,diretor,SP,0
59.409.607,1,diretor,PR,0
59.421.578,1,socio,SP,1
59.960.203,1,gerente,SP,0
60.077.336,1,diretor,SP,0
60.291.275,1,gerente,SP,0
60.295.979,1,gerente,SP,0
60.343.753,1,socio,SP,0
60.444.437,1,outros,RJ,1
60.500.790,1,outros,RJ,0
60.509.239,1,gerente,SP,1
60.546.801,1,diretor,MG,0
60.561.800,1,outros,SP,1
60.664.828,1,gerente,SP,1
60.723.061,1,gerente,SP,1
60.742.616,0,gerente,SP,1
60.746.518,1,gerente,SP,0
60.972.585,1,gerente,SP,1
61.031.480,1,outros,SP,0
61.139.432,1,gerente,SP,1
61.142.865,1,gerente,SP,0
61.192.522,1,gerente,SP,0
61.369.443,1,socio,SP,1
61.412.110,1,proprietario,SP,1
61.423.943,1,gerente,SP,0
61.602.199,1,outros,SP,1
61.916.920,0,outros,SP,0
62.003.298,1,proprietario,SP,0
62.314.844,1,gerente,SP,1
62.447.032,1,outros,SP,1
62.526.876,1,gerente,SP,0
63.107.429,1,gerente,SP,1
63.246.490,0,diretor,ES,0
63.280.838,1,gerente,BA,0
63.541.825,1,proprietario,Outros,0
63.622.856,0,diretor,Outros,0
64.108.731,0,proprietario,SP,1
64.232.499,1,diretor,MG,0
64.283.633,1,diretor,MG,1
64.290.752,1,diretor,MG,0
64.294.325,1,gerente,MG,0
64.419.393,1,diretor,MG,0
64.474.034,0,diretor,MG,1
64.710.338,1,outros,SP,1
65.105.041,1,socio,MG,0
65.185.472,1,gerente,SP,0
65.281.610,1,gerente,SP,0
65.306.953,1,socio,MG,0
65.311.235,1,gerente,SP,0
65.364.226,0,socio,MG,1
65.763.377,1,gerente,SP,0
65.874.182,1,socio,SP,0
66.013.608,1,outros,SP,0
66.284.985,1,diretor,MG,0
66.330.549,1,diretor,MG,0
66.336.736,1,diretor,MG,0
66.358.979,1,socio,MG,0
67.355.313,1,gerente,SP,0
67.531.210,0,diretor,MG,0
67.620.377,1,diretor,SP,0
67.906.834,1,proprietario,SP,0
68.058.213,1,gerente,SP,0
68.287.085,1,proprietario,SP,1
68.312.032,1,gerente,SP,0
68.317.817,1,gerente,SP,1
68.577.659,1,gerente,SP,1
68.944.610,1,diretor,SP,1
69.404.036,0,socio,Outros,1
69.441.103,0,outros,Outros,0
70.037.379,1,socio,SP,0
70.110.630,1,socio,PB,0
70.322.490,1,socio,Outros,1
70.357.959,1,diretor,Outros,1
70.494.828,1,gerente,Outros,0
71.033.518,0,gerente,MG,0
71.038.996,1,gerente,MG,0
71.169.387,1,gerente,BA,0
71.324.784,0,diretor,RJ,1
71.615.330,1,outros,SP,0
71.898.688,1,diretor,SP,0
72.109.218,1,socio,RJ,0
72.189.988,1,outros,RJ,1
72.271.695,1,diretor,RS,0
72.345.200,1,proprietario,SC,0
72.451.917,1,outros,PR,1
72.565.039,0,diretor,SC,0
72.812.852,1,proprietario,SP,0
73.019.507,1,gerente,SC,0
73.302.374,1,gerente,RS,1
73.410.326,1,outros,MG,1
73.647.745,1,proprietario,Outros,1
73.704.389,1,diretor,GO,1
73.709.958,1,gerente,RS,0
73.860.777,1,socio,SC,0
73.982.985,1,diretor,SC,0
74.006.115,1,gerente,SC,0
74.055.062,1,diretor,SC,0
74.068.248,1,diretor,PR,0
74.212.069,1,proprietario,SP,0
74.295.908,0,socio,SP,0
74.301.482,1,diretor,SP,0
74.395.542,1,gerente,SP,0
74.445.099,1,gerente,SP,0
75.021.519,1,diretor,PR,0
75.026.807,1,socio,PR,0
75.061.895,1,diretor,PR,0
75.100.818,1,gerente,PR,0
75.273.565,1,gerente,SC,0
75.400.903,1,gerente,PR,0
75.553.115,1,diretor,SC,0
75.729.038,1,outros,PR,1
75.784.140,0,diretor,PR,0
75.958.926,1,diretor,PR,0
75.990.176,1,proprietario,PR,0
76.107.440,1,outros,BA,0
76.147.602,0,gerente,PR,0
76.257.468,1,outros,PR,1
76.344.936,1,socio,SC,0
76.441.294,0,gerente,PR,0
76.550.532,1,diretor,PR,1
76.560.275,1,outros,SC,0
76.642.743,1,outros,PR,0
76.969.708,1,gerente,SC,0
77.024.644,1,socio,RJ,0
77.184.745,1,diretor,PR,0
77.526.697,1,outros,PR,1
77.644.495,1,proprietario,Outros,0
77.886.398,1,diretor,SC,0
78.051.778,1,outros,RJ,1
78.325.214,1,diretor,SC,0
78.336.252,1,outros,PR,0
78.434.982,1,gerente,PR,0
78.529.864,1,proprietario,SC,0
78.749.090,1,gerente,PR,1
78.807.427,1,outros,PR,0
78.815.958,1,proprietario,SC,0
78.840.238,0,diretor,SC,0
78.874.971,0,diretor,SC,0
78.881.414,1,gerente,SC,0
78.901.915,1,diretor,PR,0
79.417.846,1,diretor,SC,0
79.456.703,1,diretor,PR,0
79.675.294,1,socio,SC,0
79.942.140,1,outros,SP,0
80.083.454,1,gerente,RS,1
80.174.840,1,gerente,PR,0
80.247.943,1,outros,PR,0
80.283.088,1,gerente,PR,1
80.424.914,1,gerente,SC,0
80.492.127,1,proprietario,SC,0
80.585.052,1,proprietario,PR,1
80.645.922,1,gerente,PR,0
80.654.387,1,diretor,PR,0
80.681.877,0,diretor,SC,0
80.952.997,1,gerente,SC,0
81.108.029,1,outros,PR,0
81.188.542,1,proprietario,PR,1
81.382.525,1,gerente,SC,0
81.429.755,1,proprietario,PR,0
81.451.494,1,gerente,PR,0
81.452.880,1,gerente,Outros,0
81.569.824,1,diretor,SC,0
81.632.200,1,diretor,SC,0
81.692.956,1,socio,PR,1
81.718.751,1,gerente,PR,0
81.724.908,1,gerente,PR,0
81.750.697,1,diretor,Outros,0
81.801.623,1,diretor,SC,0
81.804.684,1,gerente,GO,0
81.813.925,1,diretor,SC,0
81.861.924,0,gerente,SC,0
82.077.785,1,diretor,PR,0
82.096.413,0,gerente,Outros,0
82.110.818,1,gerente,RS,0
82.172.206,1,gerente,SC,1
82.270.711,1,gerente,PR,1
82.469.503,0,proprietario,PR,0
82.506.908,0,diretor,PR,0
82.604.042,1,gerente,SC,0
82.658.253,1,diretor,PR,1
82.683.640,1,socio,PR,0
82.743.832,0,outros,SC,0
82.826.637,0,diretor,SC,0
82.927.385,1,diretor,SC,0
82.956.160,1,gerente,SC,0
83.058.024,1,diretor,SC,0
83.261.420,1,socio,SC,0
83.299.743,1,gerente,SC,0
83.310.375,1,diretor,SC,0
83.630.053,1,outros,SC,0
83.646.547,1,outros,MG,1
83.681.320,1,diretor,SC,0
83.685.354,1,diretor,SC,0
83.687.558,0,socio,SC,0
84.010.040,1,diretor,Outros,1
84.308.980,0,diretor,Outros,1
84.496.066,1,gerente,SP,0
84.521.053,1,diretor,Outros,1
84.550.847,1,diretor,Outros,1
84.607.530,0,diretor,Outros,1
84.698.927,1,gerente,SC,0
84.718.741,1,diretor,Outros,0
84.750.538,1,diretor,Outros,1
84.977.263,1,proprietario,PR,0
85.177.814,1,diretor,SC,0
85.183.747,0,diretor,SC,0
85.278.257,1,diretor,SC,0
85.281.764,1,diretor,SC,0
85.412.526,1,diretor,PR,0
86.431.749,1,proprietario,SC,1
86.528.700,1,gerente,MG,0
86.581.105,1,gerente,MG,0
86.679.917,1,outros,MG,0
86.886.884,1,proprietario,GO,0
86.944.188,1,diretor,SC,0
87.209.250,1,diretor,RS,1
87.317.194,1,gerente,RS,0
87.604.492,1,diretor,RS,0
87.675.831,1,outros,RS,0
87.689.402,1,gerente,RS,1
87.712.055,1,proprietario,RS,0
87.858.361,1,gerente,RS,0
88.057.146,1,socio,RS,0
88.202.254,1,diretor,RS,1
88.301.882,1,diretor,RS,0
88.473.731,1,gerente,SP,0
88.501.093,1,diretor,RS,0
88.584.875,1,diretor,RS,0
88.628.417,1,outros,RS,1
88.651.500,1,gerente,RS,1
88.670.526,1,gerente,RS,0
88.728.027,1,socio,RS,0
88.766.936,1,gerente,RS,0
88.832.738,1,proprietario,RS,0
89.082.085,0,socio,RS,0
89.237.911,1,diretor,RJ,1
89.317.697,1,gerente,RS,0
89.448.682,1,gerente,RS,1
89.567.952,1,diretor,RS,0
89.729.156,1,diretor,PR,0
89.823.918,1,diretor,RS,1
89.982.177,1,gerente,PR,0
90.030.156,1,socio,RS,0
90.094.848,1,diretor,RS,0
90.180.589,1,proprietario,RS,0
90.187.816,1,gerente,RS,0
90.291.436,1,outros,RS,0
90.628.637,1,socio,RS,0
90.735.549,1,diretor,RS,1
91.088.765,1,socio,RS,0
91.247.379,1,socio,RS,1
91.460.519,1,diretor,Outros,0
91.696.658,1,diretor,RS,1
91.720.458,1,gerente,RS,0
92.180.983,1,gerente,RS,1
92.193.135,1,diretor,RS,0
92.241.215,1,gerente,RS,0
92.315.332,1,gerente,RS,0
92.337.732,1,gerente,RS,0
92.521.475,1,gerente,RS,0
92.644.483,0,diretor,RS,1
92.667.948,1,socio,RS,1
92.688.415,1,outros,RS,1
92.821.370,1,outros,RS,1
92.847.755,1,socio,RS,0
93.094.597,1,outros,RS,1
93.254.753,1,outros,RS,1
93.285.088,1,diretor,RS,0
93.378.412,1,gerente,SP,0
93.561.108,1,proprietario,RS,0
93.793.842,1,outros,RS,0
93.800.985,1,proprietario,RS,0
93.919.884,1,socio,RS,0
93.949.899,1,socio,RS,0
94.089.455,1,socio,RS,0
94.492.899,1,gerente,RS,0
94.538.220,1,proprietario,RS,0
94.549.490,0,socio,RS,0
94.649.571,1,outros,RS,1
94.813.102,1,diretor,RS,0
94.837.598,1,socio,RS,0
94.874.807,1,gerente,RS,0
94.951.589,0,proprietario,RS,0
95.401.634,1,proprietario,PR,0
95.448.486,1,diretor,PR,1
95.592.077,1,socio,RS,0
95.598.629,1,outros,RS,1
95.832.150,1,diretor,SC,0
96.662.614,1,diretor,RS,1
96.713.839,1,diretor,BA,0
96.738.240,1,gerente,BA,0
96.766.225,1,gerente,BA,1
97.201.362,1,gerente,RS,0
97.392.245,1,gerente,SC,0
97.442.123,1,socio,MG,0
97.550.973,1,socio,Outros,0
97.755.607,1,diretor,RS,1
97.834.709,1,outros,RS,1
97.960.496,1,diretor,RS,0
98.593.668,1,gerente,RS,0
98.750.359,1,diretor,RS,1
